Job Title,Rating,Company Name,Headquarters,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,Location City,Location State,Est_Salary
Data Engineer,4.7,"Resource Logistics, Inc.","Edison, NJ",1997,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),-1,0,San Jose, CA,153.5
Data Scientist,4.4,Atlassian,"Sydney, Australia",2002,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,GitHub,0,Mountain View, CA,153.5
Data Engineer,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Santa Clara, CA,153.5
SUPERVISOR,4.0,Natera,"San Carlos, CA",2004,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Genomic Health, 23andMe, Illumina",0,San Carlos, CA,153.5
Data Engineer,4.4,Telaria,"New York, NY",2017,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"SpotX, FreeWheel, TubeMogul",1,Mountain View, CA,153.5
Data Scientist,5.0,PROPRIUS,"London, United Kingdom",1976,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,Sunnyvale, CA,153.5
Data Engineer,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Santa Clara, CA,153.5
Data Analyst,4.1,Collabera,"Basking Ridge, NJ",1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),"Kforce, Insight Global, Volt Consulting Group",0,Sunnyvale, CA,153.5
Data Scientist,3.6,JD.com,"Beijing, China",1976,Company - Public,"Department, Clothing, & Shoe Stores",Retail,Unknown / Non-Applicable,-1,0,Mountain View, CA,153.5
Data Analyst,3.8,"PDS Tech, Inc.","Irving, TX",1977,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,Cupertino, CA,153.5
Data Analyst,4.4,Google,"Mountain View, CA",1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Microsoft, Apple, Facebook",0,Mountain View, CA,153.5
Data Scientist,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Santa Clara, CA,153.5
Data Scientist,3.5,Samsung Research America,"Mountain View, CA",1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),"Sony, LG Electronics, Nokia",1,Campbell, CA,153.5
Data Scientist,4.1,Rivian,"Plymouth, MI",2009,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,0,Palo Alto, CA,153.5
Data Scientist,3.9,Amazon,"Seattle, WA",1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",0,Palo Alto, CA,153.5
Data Analyst,4.1,Splunk,"San Francisco, CA",2003,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $2 billion (USD),-1,0,San Jose, CA,153.5
Data Scientist,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Santa Clara, CA,160.5
Data Scientist,4.5,Facebook,"Menlo Park, CA",2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),"Google, Microsoft, Apple",0,Menlo Park, CA,160.5
Data Scientist,3.9,Amazon,"Seattle, WA",1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",0,Sunnyvale, CA,160.5
Data Scientist,4.0,Netflix,"Los Gatos, CA",1997,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),-1,0,Los Gatos, CA,160.5
Data Engineer,3.2835763622409817,GHG Systems,"Milpitas, CA",2016,Company - Public,-1,Unknown,$1 to $5 million (USD),-1,0,Sunnyvale, CA,160.5
Data Scientist,3.5,Samsung Research America,"Mountain View, CA",1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),"Sony, LG Electronics, Nokia",1,Campbell, CA,160.5
Data Scientist,4.5,Facebook,"Menlo Park, CA",2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),"Google, Microsoft, Apple",0,Menlo Park, CA,160.5
Data Analyst,3.9,"Joomag, Inc.","Sunnyvale, CA",2009,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,San Jose, CA,160.5
Data Engineer,3.2835763622409817,Passage AI,"Mountain View, CA",1976,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,Mountain View, CA,160.5
Data Scientist,3.2835763622409817,Talentry,"San Diego, CA",2014,Private Practice / Firm,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,Redwood City, CA,160.5
Data Scientist,3.9,PayPal,"San Jose, CA",1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Square, Amazon, Apple",0,San Jose, CA,160.5
Data Scientist,5.0,Pilot AI,"Palo Alto, CA",2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,Palo Alto, CA,160.5
Data Scientist,3.7,IBM,"Armonk, NY",1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",0,San Jose, CA,160.5
Data Engineer,3.5,HCL America Inc.,"Noida, India",1991,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Infosys, Tata Consultancy Services, Wipro",0,San Jose, CA,160.5
Data Scientist,4.3,Niantic,"San Francisco, CA",2011,Company - Private,Video Games,Media,Unknown / Non-Applicable,-1,1,Sunnyvale, CA,160.5
Data Scientist,3.5,Sartorius,"Gottingen, Germany",1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),-1,0,Fremont, CA,160.5
Data Scientist,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Santa Clara, CA,160.5
Data Engineer,3.7,Xilinx,"San Jose, CA",1984,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),"Qualcomm, Intel Corporation, AMD",0,San Jose, CA,160.5
Data Analyst,4.5,OSI Engineering,"Campbell, CA",2010,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,1,Newark, CA,160.5
Data Analyst,4.5,Frontend Arts,"Irving, TX",2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1,0,San Jose, CA,160.5
Data Scientist,3.2835763622409817,Humu,"Mountain View, CA",2017,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,0,Mountain View, CA,160.5
DATA ARCHITECT,4.8,Zoom,"San Jose, CA",2011,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,San Jose, CA,160.5
Data Analyst,4.4,Adwait Algorithm,"Houston, TX",2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,Santa Clara, CA,160.5
Data Scientist,3.4,Tesla Motors,"Palo Alto, CA",2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$2 to $5 billion (USD),"Audi, BMW, Mercedes-Benz International",0,Fremont, CA,160.5
Data Scientist,3.2,Enjoy Technology,"Palo Alto, CA",2014,Company - Private,Consumer Electronics & Appliances Stores,Retail,Unknown / Non-Applicable,"Amazon, Best Buy, Apple",0,Palo Alto, CA,160.5
INVESTIGATIONAL COMPUTATIONAL BIOLOGIST,2.3,Karius,"Redwood City, CA",2014,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,Redwood City, CA,160.5
Data Scientist,2.7,AutoGrid Systems,"Redwood City, CA",2011,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,0,Redwood City, CA,160.5
DIRECTOR DATA SCIENCE,3.5,Micron Technology,"Boise, ID",1978,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Samsung Electronics, SK hynix, Toshiba",0,San Jose, CA,160.5
Data Scientist,3.9,Amazon,"Seattle, WA",1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",0,Sunnyvale, CA,160.5
Data Scientist,4.1,Roche,"Basel, Switzerland",1896,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, AstraZeneca, Siemens Healthineers",0,Santa Clara, CA,159.5
Data Scientist,4.6,Livongo,"Mountain View, CA",2014,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,1,Mountain View, CA,159.5
Data Scientist,2.7,AutoGrid Systems,"Redwood City, CA",2011,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,1,Redwood City, CA,159.5
Data Analyst,4.0,Lorven Technologies Inc,"Plainsboro, NJ",1976,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,0,San Jose, CA,159.5
Data Scientist,4.5,Facebook,"Menlo Park, CA",2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),"Google, Microsoft, Apple",0,Sunnyvale, CA,159.5
Data Analyst,4.0,Zolon Tech Solutions Inc.,"Herndon, VA",1998,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,0,Cupertino, CA,159.5
Data Analyst,3.2835763622409817,PETADATA,"Fremont, CA",1976,Company - Private,-1,Unknown,Unknown / Non-Applicable,-1,0,San Jose, CA,159.5
Data Analyst,3.9,Diverse Lynx,"Princeton, NJ",2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,0,San Jose, CA,159.5
Data Analyst,4.2,Nextgen Technologies,"San Jose, CA",2006,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,San Jose, CA,159.5
Data Scientist,3.5,GRAIL,"Menlo Park, CA",2016,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,Menlo Park, CA,159.5
Data Scientist,3.9,Electronic Arts,"Redwood City, CA",1982,Company - Public,Video Games,Media,$2 to $5 billion (USD),"Riot Games, Google, Activision Blizzard",0,Redwood City, CA,159.5
Data Analyst,5.0,"Staffigo Technical Services, LLC","Woodridge, IL",2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,0,San Jose, CA,159.5
Data Engineer,4.6,NVIDIA,"Santa Clara, CA",1993,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),-1,0,Santa Clara, CA,159.5
Data Scientist,3.2835763622409817,Majoris technologies pvt ltd,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,Sunnyvale, CA,159.5
Data Engineer,4.0,Akamai,"Cambridge, MA",1998,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),"Mirror Image Internet, Limelight Networks",0,San Jose, CA,159.5
Data Engineer,3.8,DataStax,"Santa Clara, CA",2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,Santa Clara, CA,159.5
Data Engineer,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Santa Clara, CA,159.5
Data Scientist,3.2835763622409817,Talent Junction,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,Sunnyvale, CA,159.5
Data Scientist,4.5,Facebook,"Menlo Park, CA",2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),"Google, Microsoft, Apple",0,Menlo Park, CA,159.5
Data Engineer,4.6,"Conch Technologies, Inc","Memphis, TN",1976,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,0,San Jose, CA,159.5
Data Scientist,3.2835763622409817,Staffwing Inc,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,San Jose, CA,159.5
Data Analyst,3.8,Power Integrations,"San Jose, CA",1988,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$100 to $500 million (USD),"STMicroelectronics, Fairchild Semiconductor, Infineon Technologies",0,San Jose, CA,159.5
Data Analyst,3.6,ICONMA,"Troy, MI",2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Experis,0,Cupertino, CA,159.5
Data Analyst,4.4,"Armada Group, Inc.","Santa Cruz, CA",1995,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"TEKsystems, Akraya, Intelliswift",0,San Jose, CA,159.5
RETURN TO WORK,4.5,Facebook,"Menlo Park, CA",2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),"Google, Microsoft, Apple",0,Menlo Park, CA,159.5
Data Scientist,3.7,IBM Corporation,"Armonk, NY",1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",0,San Jose, CA,159.5
UX QUANTITATIVE RESEARCHER,4.5,Facebook,"Menlo Park, CA",2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),"Google, Microsoft, Apple",0,Menlo Park, CA,159.5
Data Analyst,4.1,BayOne Solutions,"Pleasanton, CA",1976,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,0,San Jose, CA,159.5
Data Scientist,4.4,Google,"Mountain View, CA",1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Microsoft, Apple, Facebook",0,Mountain View, CA,159.5
Data Scientist,3.6,Axelon Services Corporation,"New York, NY",1976,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,San Jose, CA,159.5
Data Analyst,4.0,Connor Group,"Santa Clara, CA",2006,Company - Private,Accounting,Accounting & Legal,$25 to $50 million (USD),-1,0,Santa Clara, CA,159.5
Data Scientist,4.5,Facebook,"Menlo Park, CA",2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),"Google, Microsoft, Apple",0,Menlo Park, CA,156.5
Data Analyst,3.1,Logic Planet,"Princeton, NJ",1976,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,0,San Jose, CA,156.5
Data Scientist,3.2,Net2Source,"Somerset, NJ",2007,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,San Jose, CA,156.5
Consultant,3.7,Collaborative Solutions,"Reston, VA",2003,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"Meteorix, OneSource Virtual, DayNine Consulting",0,Pleasanton, CA,156.5
Data Scientist,3.5,SLAC National Accelerator Laboratory,"Menlo Park, CA",1962,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,0,Menlo Park, CA,156.5
Data Analyst,4.0,E Base Technologies,"Fremont, CA",1976,Company - Private,Advertising & Marketing,Business Services,$5 to $10 million (USD),-1,0,Sunnyvale, CA,156.5
Data Scientist,3.4,ATUM,"North York, Canada",2000,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),-1,0,Newark, CA,156.5
Data Scientist,5.0,Matroid,"Palo Alto, CA",2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,Palo Alto, CA,156.5
Data Engineer,4.1,BayOne Solutions,"Pleasanton, CA",1976,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,0,San Jose, CA,156.5
Data Engineer,4.1,BayOne Solutions,"Pleasanton, CA",1976,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,0,Cupertino, CA,156.5
Data Engineer,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Santa Clara, CA,156.5
Data Scientist,3.2835763622409817,Nextphase Recruiting,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,Palo Alto, CA,156.5
Data Analyst,3.2835763622409817,enexusglobal,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,San Jose, CA,156.5
Data Scientist,4.5,Facebook,"Menlo Park, CA",2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),"Google, Microsoft, Apple",0,Menlo Park, CA,156.5
Data Engineer,2.9,Dew Software,"Fremont, CA",1997,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,0,San Jose, CA,156.5
FEDERAL,4.2,Solekai Systems Corp,"San Diego, CA",2002,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,0,San Jose, CA,156.5
AI,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Santa Clara, CA,156.5
Data Scientist,3.9,Electronic Arts,"Redwood City, CA",1982,Company - Public,Video Games,Media,$2 to $5 billion (USD),"Riot Games, Google, Activision Blizzard",0,Redwood City, CA,156.5
Data Engineer,3.2835763622409817,GradTests (gradtests.com.au),unknown city,1976,Unknown,-1,Unknown,-1,-1,0,San Jose, CA,156.5
Data Engineer,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Santa Clara, CA,156.5
Data Engineer,3.3,Itility,"Herndon, VA",2008,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $5 million (USD),-1,0,San Jose, CA,156.5
Data Engineer,4.9,"Amick Brown, LLC","San Ramon, CA",1976,Company - Public,-1,Unknown,$5 to $10 million (USD),-1,0,Sunnyvale, CA,156.5
Data Analyst,3.6,Randstad,"Atlanta, GA",1976,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0,Sunnyvale, CA,156.5
Data Scientist,4.5,Facebook,"Menlo Park, CA",2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),"Google, Microsoft, Apple",0,Menlo Park, CA,156.5
Data Scientist,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Santa Clara, CA,156.5
Data Engineer,3.5,Toyota Research Institute,"Los Altos, CA",2016,Subsidiary or Business Segment,Research & Development,Business Services,Unknown / Non-Applicable,Waymo,0,Los Altos, CA,156.5
Data Scientist,5.0,Instagram,"Brasília, Brazil",1976,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,0,Menlo Park, CA,156.5
Data Scientist,3.0,Verseon,"Fremont, CA",2002,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),-1,0,Fremont, CA,156.5
Data Analyst,3.7,IBM,"Armonk, NY",1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",0,San Jose, CA,156.5
Data Scientist,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Santa Clara, CA,183.0
DATA SCIENCE MANAGER,5.0,Lily AI,"Mountain View, CA",2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,Mountain View, CA,183.0
Data Scientist,3.8,Sandia National Laboratories,"Albuquerque, NM",1949,Government,Federal Agencies,Government,$2 to $5 billion (USD),"Los Alamos National Laboratory, Lawrence Livermore National Laboratory",0,Livermore, CA,183.0
Data Engineer,5.0,Indrasol,"Fremont, CA",1976,Subsidiary or Business Segment,-1,Unknown,Unknown / Non-Applicable,-1,0,Menlo Park, CA,183.0
Data Engineer,4.1,IntelliPro Group Inc.,"Santa Clara, CA",1976,Company - Private,-1,Unknown,$10 to $25 million (USD),-1,0,Sunnyvale, CA,183.0
Data Scientist,3.1,Tailored Brands,"Fremont, CA",1976,Company - Public,"Department, Clothing, & Shoe Stores",Retail,Unknown / Non-Applicable,"Ross Stores, American Eagle Outfitters",0,Fremont, CA,183.0
Data Scientist,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Santa Clara, CA,183.0
Data Engineer,3.8,"GenapSys, Inc.","Redwood City, CA",2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million (USD),"Illumina, Thermo Fisher Scientific, Oxford Nanopore Technologies",1,Redwood City, CA,183.0
Data Engineer,4.8,Zoom,"San Jose, CA",2011,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,San Jose, CA,183.0
AI,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Santa Clara, CA,183.0
Data Analyst,5.0,Moveworks,"Mountain View, CA",2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,1,Mountain View, CA,183.0
HEAD OF DATA,4.8,Zoom Video Communications,"San Jose, CA",2011,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,San Jose, CA,183.0
Data Scientist,3.3,Walmart,"Bentonville, AR",1962,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),"Target, Costco Wholesale, Amazon",0,Sunnyvale, CA,183.0
Data Engineer,3.2835763622409817,Gosvea,"San Jose, CA",1976,School / School District,Education Training Services,Education,Unknown / Non-Applicable,-1,0,San Jose, CA,183.0
Data Engineer,3.9,Equinix,"Redwood City, CA",1998,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),-1,0,Sunnyvale, CA,183.0
Consultant,3.7,IBM,"Armonk, NY",1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",0,San Jose, CA,183.0
AI,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Santa Clara, CA,183.0
Data Scientist,4.5,Facebook,"Menlo Park, CA",2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),"Google, Microsoft, Apple",0,Menlo Park, CA,183.0
Data Scientist,3.7,Applied Materials,"Santa Clara, CA",1967,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),-1,0,Santa Clara, CA,183.0
Data Engineer,4.2,Jade Global,"San Jose, CA",2003,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),"Infosys, Daz Systems inc",0,San Jose, CA,183.0
Data Engineer,4.1,IntelliPro Group Inc.,"Santa Clara, CA",1976,Company - Private,-1,Unknown,$10 to $25 million (USD),-1,0,Sunnyvale, CA,183.0
Data Analyst,4.1,BayOne Solutions,"Pleasanton, CA",1976,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,0,Sunnyvale, CA,183.0
Data Analyst,3.8,"US Tech Solutions, Inc","Edison, NJ",2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"TEKsystems, Artech Information Systems, PDS Tech",0,Sunnyvale, CA,183.0
Data Analyst,2.4,Wider Circle,"Redwood City, CA",2015,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable,-1,0,Redwood City, CA,183.0
Data Analyst,3.6,"Iconma, L.L.C.","Troy, MI",2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Experis,0,Sunnyvale, CA,183.0
Data Engineer,4.0,"Netflix, Inc.","Los Gatos, CA",1997,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),-1,0,Los Gatos, CA,183.0
Data Engineer,4.2,Nextgen Technologies,"San Jose, CA",2006,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,San Jose, CA,183.0
Data Engineer,3.9,PayPal,"San Jose, CA",1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Square, Amazon, Apple",0,San Jose, CA,183.0
Data Scientist,3.6,JD.com,"Beijing, China",1976,Company - Public,"Department, Clothing, & Shoe Stores",Retail,Unknown / Non-Applicable,-1,0,Mountain View, CA,183.0
Data Engineer,3.8,eHealth,"Santa Clara, CA",1997,Company - Public,Insurance Agencies & Brokerages,Insurance,$100 to $500 million (USD),"InsWeb, Insure.com, Answer Financial",0,Santa Clara, CA,140.5
Data Scientist,4.5,Facebook,"Menlo Park, CA",2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),"Google, Microsoft, Apple",0,Menlo Park, CA,140.5
Data Engineer,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Santa Clara, CA,140.5
Data Analyst,3.9,Artech LLC,"Morristown, NJ",1992,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),-1,0,Sunnyvale, CA,140.5
Data Scientist,4.6,NVIDIA,"Santa Clara, CA",1993,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),-1,0,Santa Clara, CA,140.5
DATA ANALYTICS,4.7,Sharpedge Solutions Inc,"Lombard, IL",1976,Company - Private,Publishing,Media,Less than $1 million (USD),-1,0,Menlo Park, CA,140.5
Data Scientist,3.2835763622409817,DiDi Labs,"Mountain View, CA",1976,Company - Public,-1,Unknown,Unknown / Non-Applicable,-1,0,Mountain View, CA,140.5
Data Engineer,3.9,PayPal,"San Jose, CA",1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Square, Amazon, Apple",0,San Jose, CA,140.5
Data Engineer,3.9,Diverse Lynx,"Princeton, NJ",2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,0,San Jose, CA,140.5
Data Analyst,3.9,PayPal,"San Jose, CA",1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Square, Amazon, Apple",0,San Jose, CA,140.5
Data Engineer,3.7,ServiceNow,"Santa Clara, CA",2004,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD),"BMC Software, CA Technologies, Salesforce",0,Santa Clara, CA,140.5
Data Engineer,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Santa Clara, CA,140.5
Data Engineer,3.0,Sonus Software Solutions Inc.,"Orem, UT",1976,Company - Private,-1,Unknown,Unknown / Non-Applicable,-1,0,Sunnyvale, CA,140.5
MANAGER,4.6,Livongo,"Mountain View, CA",2014,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,1,Mountain View, CA,140.5
Data Scientist,3.3,Aetna,"Hartford, CT",1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,Cupertino, CA,140.5
Data Scientist,3.9,Amazon,"Seattle, WA",1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",0,Sunnyvale, CA,140.5
Data Scientist,3.2,Tempus Labs,"Chicago, IL",2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,1,Redwood City, CA,140.5
Data Analyst,3.5,Robert Half,"Menlo Park, CA",1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",0,Sunnyvale, CA,140.5
Data Engineer,4.1,Cadence Design Systems,"San Jose, CA",1988,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Mentor Graphics, Synopsys",0,San Jose, CA,140.5
Data Engineer,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Santa Clara, CA,140.5
SENIOR DIRECTOR OF DATA SCIENCE,4.1,Bigfoot Biomedical,"Milpitas, CA",2014,Company - Private,Health Care Services & Hospitals,Health Care,Less than $1 million (USD),Medtronic,0,Milpitas, CA,140.5
FEDERAL,4.2,Solekai Systems Corp,"San Diego, CA",2002,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,0,San Jose, CA,140.5
